review_id,order_id,customer_id,product_id,rating,review_date,review_text
REV0000046,ORD0000090,CUST017950,PRD00017,3,2024-04-25,"Okay experience, expected a bit more."
REV0000047,ORD0000092,CUST030917,PRD00005,4,2025-11-07,"Nice build quality, delivery was on time."
REV0000048,ORD0000093,CUST003125,PRD00075,4,2025-02-06,"Nice build quality, delivery was on time."
REV0000049,ORD0000103,CUST036452,PRD00019,3,2023-10-22,"Okay experience, expected a bit more."
REV0000050,ORD0000105,CUST045197,PRD00072,1,2021-02-18,"Poor experience, product had defects."
REV0000051,ORD0000107,CUST010304,PRD00117,4,2025-10-24,"Good product overall, minor issues."
REV0000052,ORD0000110,CUST034203,PRD00044,4,2021-02-19,"Good product overall, minor issues."
REV0000053,ORD0000112,CUST013561,PRD00061,2,2024-05-09,"Not fully satisfied, some issues faced."
REV0000054,ORD0000113,CUST011517,PRD00101,2,2022-01-28,"Not fully satisfied, some issues faced."
REV0000055,ORD0000114,CUST028341,PRD00115,4,2024-01-25,"Good product overall, minor issues."
REV0000056,ORD0000115,CUST032196,PRD00146,5,2023-04-25,"Very happy with the purchase, works perfectly."
REV0000057,ORD0000117,CUST033276,PRD00003,5,2024-05-10,"Best in this price range, highly recommend."
REV0000058,ORD0000122,CUST022380,PRD00129,5,2023-11-01,"Very happy with the purchase, works perfectly."
REV0000059,ORD0000123,CUST038209,PRD00094,5,2025-06-13,"Excellent product, totally worth it!"
REV0000060,ORD0000124,CUST022492,PRD00091,4,2025-08-06,"Value for money, satisfied with performance."
REV0000061,ORD0000127,CUST032657,PRD00044,4,2024-08-17,"Good product overall, minor issues."
REV0000062,ORD0000128,CUST020462,PRD00026,4,2025-09-29,"Good product overall, minor issues."
REV0000063,ORD0000130,CUST005696,PRD00126,4,2022-06-30,"Nice build quality, delivery was on time."
REV0000064,ORD0000132,CUST044005,PRD00012,4,2023-04-23,"Value for money, satisfied with performance."
REV0000065,ORD0000133,CUST009947,PRD00004,5,2025-07-08,"Best in this price range, highly recommend."
REV0000066,ORD0000136,CUST005772,PRD00121,5,2025-09-20,"Excellent product, totally worth it!"
REV0000067,ORD0000137,CUST042513,PRD00028,4,2022-05-14,"Nice build quality, delivery was on time."
REV0000068,ORD0000138,CUST045161,PRD00059,4,2024-02-07,"Nice build quality, delivery was on time."
REV0000069,ORD0000140,CUST035329,PRD00079,4,2025-12-12,"Value for money, satisfied with performance."
REV0000070,ORD0000141,CUST022508,PRD00128,3,2021-06-13,"Average product, does the job."
REV0000071,ORD0000143,CUST013393,PRD00068,3,2024-03-20,"Okay experience, expected a bit more."
REV0000072,ORD0000147,CUST035279,PRD00046,5,2021-04-24,Great quality and fast delivery.
REV0000073,ORD0000148,CUST042498,PRD00145,5,2022-04-12,"Excellent product, totally worth it!"
REV0000074,ORD0000149,CUST028839,PRD00038,5,2023-12-17,Great quality and fast delivery.
REV0000075,ORD0000155,CUST007481,PRD00090,4,2023-02-25,"Good product overall, minor issues."
REV0000076,ORD0000156,CUST036322,PRD00082,4,2021-01-23,"Value for money, satisfied with performance."
REV0000077,ORD0000157,CUST039595,PRD00104,5,2021-10-12,"Best in this price range, highly recommend."
REV0000078,ORD0000159,CUST002498,PRD00133,3,2024-10-31,"Okay experience, expected a bit more."
REV0000079,ORD0000162,CUST024481,PRD00115,4,2025-10-07,"Value for money, satisfied with performance."
REV0000080,ORD0000163,CUST010031,PRD00117,4,2025-12-05,"Good product overall, minor issues."
REV0000081,ORD0000164,CUST049649,PRD00027,5,2024-06-22,"Best in this price range, highly recommend."
REV0000082,ORD0000166,CUST002342,PRD00024,4,2022-08-24,"Nice build quality, delivery was on time."
REV0000083,ORD0000167,CUST011874,PRD00041,5,2022-05-31,"Excellent product, totally worth it!"
REV0000084,ORD0000168,CUST047546,PRD00121,4,2023-11-04,"Good product overall, minor issues."
REV0000085,ORD0000169,CUST038120,PRD00002,3,2025-01-01,Decent but packaging could be better.
REV0000086,ORD0000171,CUST017411,PRD00085,5,2025-02-01,Great quality and fast delivery.
REV0000087,ORD0000172,CUST010288,PRD00048,3,2025-03-24,Decent but packaging could be better.
REV0000088,ORD0000175,CUST022555,PRD00136,3,2023-06-13,"Okay experience, expected a bit more."
REV0000089,ORD0000182,CUST007026,PRD00098,5,2025-01-01,"Very happy with the purchase, works perfectly."
REV0000090,ORD0000183,CUST005605,PRD00007,2,2025-02-18,Below expectations for the price paid.
REV0000091,ORD0000184,CUST045279,PRD00064,5,2023-04-28,"Excellent product, totally worth it!"
REV0000092,ORD0000186,CUST012456,PRD00083,2,2026-01-07,Below expectations for the price paid.
REV0000093,ORD0000187,CUST015461,PRD00056,5,2021-04-17,"Very happy with the purchase, works perfectly."
REV0000094,ORD0000188,CUST018706,PRD00127,1,2023-08-17,"Poor experience, product had defects."
REV0000095,ORD0000189,CUST004738,PRD00084,4,2025-08-06,"Nice build quality, delivery was on time."
REV0000096,ORD0000190,CUST021170,PRD00095,4,2024-04-19,"Value for money, satisfied with performance."
REV0000097,ORD0000191,CUST001580,PRD00018,4,2023-05-31,"Nice build quality, delivery was on time."
REV0000098,ORD0000196,CUST002529,PRD00061,5,2024-11-15,Great quality and fast delivery.
REV0000099,ORD0000202,CUST043364,PRD00136,5,2022-11-02,"Best in this price range, highly recommend."
REV0000100,ORD0000206,CUST036584,PRD00102,4,2025-10-16,"Good product overall, minor issues."
REV0000101,ORD0000208,CUST038131,PRD00123,4,2025-04-20,"Value for money, satisfied with performance."
REV0000102,ORD0000209,CUST023707,PRD00005,4,2021-10-29,"Good product overall, minor issues."
REV0000103,ORD0000212,CUST011462,PRD00111,3,2024-02-06,"Average product, does the job."
REV0000104,ORD0000213,CUST002480,PRD00100,4,2022-09-08,"Nice build quality, delivery was on time."
REV0000105,ORD0000217,CUST015341,PRD00119,3,2022-01-07,"Okay experience, expected a bit more."
REV0000106,ORD0000218,CUST005534,PRD00134,4,2023-01-01,"Value for money, satisfied with performance."
REV0000107,ORD0000220,CUST014972,PRD00027,3,2022-01-08,"Average product, does the job."
REV0000108,ORD0000221,CUST012814,PRD00119,3,2024-11-07,Decent but packaging could be better.
REV0000109,ORD0000225,CUST049523,PRD00074,4,2021-09-08,"Value for money, satisfied with performance."
REV0000110,ORD0000226,CUST005609,PRD00037,5,2025-11-03,"Very happy with the purchase, works perfectly."
REV0000111,ORD0000229,CUST015324,PRD00072,3,2025-10-23,Decent but packaging could be better.
REV0000112,ORD0000230,CUST030627,PRD00112,4,2022-12-08,"Good product overall, minor issues."
REV0000113,ORD0000232,CUST021580,PRD00143,4,2021-10-11,"Good product overall, minor issues."
REV0000114,ORD0000234,CUST041939,PRD00056,1,2021-12-20,"Would not recommend, faced multiple issues."
REV0000115,ORD0000235,CUST033526,PRD00037,5,2021-08-27,"Best in this price range, highly recommend."
REV0000116,ORD0000236,CUST028174,PRD00105,4,2021-09-03,"Nice build quality, delivery was on time."
REV0000117,ORD0000237,CUST004114,PRD00006,3,2024-01-14,Decent but packaging could be better.
REV0000118,ORD0000240,CUST030016,PRD00024,5,2023-10-15,"Excellent product, totally worth it!"
REV0000119,ORD0000243,CUST021363,PRD00052,4,2021-11-29,"Nice build quality, delivery was on time."
REV0000120,ORD0000245,CUST033703,PRD00075,5,2023-12-09,Great quality and fast delivery.
REV0000121,ORD0000246,CUST017303,PRD00006,5,2021-02-08,"Excellent product, totally worth it!"
REV0000122,ORD0000247,CUST017068,PRD00084,2,2023-02-08,Below expectations for the price paid.
REV0000123,ORD0000250,CUST004554,PRD00108,4,2021-01-28,"Nice build quality, delivery was on time."
REV0000124,ORD0000251,CUST026194,PRD00079,4,2021-05-05,"Good product overall, minor issues."
REV0000125,ORD0000253,CUST049736,PRD00013,4,2022-04-14,"Good product overall, minor issues."
REV0000126,ORD0000254,CUST011754,PRD00088,4,2022-11-01,"Good product overall, minor issues."
REV0000127,ORD0000257,CUST006934,PRD00119,5,2024-07-04,"Very happy with the purchase, works perfectly."
REV0000128,ORD0000258,CUST026615,PRD00138,2,2024-12-25,Below expectations for the price paid.
REV0000129,ORD0000259,CUST044140,PRD00124,5,2024-04-04,"Best in this price range, highly recommend."
REV0000130,ORD0000260,CUST007067,PRD00066,3,2024-01-10,Decent but packaging could be better.
REV0000131,ORD0000264,CUST025523,PRD00066,4,2023-06-18,"Nice build quality, delivery was on time."
REV0000132,ORD0000265,CUST047841,PRD00137,4,2023-12-03,"Nice build quality, delivery was on time."
REV0000133,ORD0000267,CUST005258,PRD00075,5,2024-10-15,"Excellent product, totally worth it!"
REV0000134,ORD0000268,CUST041239,PRD00065,4,2021-08-13,"Good product overall, minor issues."
REV0000135,ORD0000269,CUST009838,PRD00113,3,2023-11-15,"Average product, does the job."
REV0000136,ORD0000270,CUST017869,PRD00082,5,2025-10-06,"Excellent product, totally worth it!"
REV0000137,ORD0000271,CUST017165,PRD00110,4,2024-08-03,"Good product overall, minor issues."
REV0000138,ORD0000272,CUST023722,PRD00062,4,2023-12-06,"Value for money, satisfied with performance."
REV0000139,ORD0000274,CUST029065,PRD00059,4,2024-09-10,"Good product overall, minor issues."
REV0000140,ORD0000276,CUST043706,PRD00130,4,2023-09-17,"Good product overall, minor issues."
REV0000141,ORD0000282,CUST008220,PRD00013,5,2021-10-24,"Very happy with the purchase, works perfectly."
REV0000142,ORD0000283,CUST044504,PRD00083,5,2024-03-13,"Very happy with the purchase, works perfectly."
REV0000143,ORD0000285,CUST009234,PRD00018,5,2025-05-06,Great quality and fast delivery.
REV0000144,ORD0000287,CUST027374,PRD00026,4,2025-01-19,"Nice build quality, delivery was on time."
REV0000145,ORD0000288,CUST021904,PRD00068,4,2021-10-15,"Nice build quality, delivery was on time."
REV0000146,ORD0000289,CUST030638,PRD00043,4,2021-08-17,"Value for money, satisfied with performance."
REV0000147,ORD0000290,CUST030003,PRD00065,3,2024-11-01,Decent but packaging could be better.
REV0000148,ORD0000293,CUST000619,PRD00038,5,2024-01-12,"Excellent product, totally worth it!"
REV0000149,ORD0000295,CUST024795,PRD00011,5,2021-07-30,"Very happy with the purchase, works perfectly."
REV0000150,ORD0000301,CUST039200,PRD00118,3,2025-02-18,Decent but packaging could be better.
REV0000151,ORD0000302,CUST042875,PRD00016,4,2021-01-28,"Nice build quality, delivery was on time."
REV0000152,ORD0000303,CUST012547,PRD00004,5,2023-03-16,"Very happy with the purchase, works perfectly."
REV0000153,ORD0000305,CUST032207,PRD00037,5,2023-12-06,"Excellent product, totally worth it!"
REV0000154,ORD0000306,CUST014975,PRD00125,4,2024-12-27,"Value for money, satisfied with performance."
REV0000155,ORD0000309,CUST030398,PRD00002,2,2024-01-01,"Not fully satisfied, some issues faced."
REV0000156,ORD0000310,CUST022828,PRD00137,5,2024-06-06,"Very happy with the purchase, works perfectly."
REV0000157,ORD0000314,CUST016825,PRD00110,2,2022-08-29,"Not fully satisfied, some issues faced."
REV0000158,ORD0000316,CUST005068,PRD00066,3,2024-10-05,"Average product, does the job."
REV0000159,ORD0000317,CUST003382,PRD00128,5,2022-01-01,"Very happy with the purchase, works perfectly."
REV0000160,ORD0000319,CUST030345,PRD00094,4,2024-09-12,"Good product overall, minor issues."
REV0000161,ORD0000322,CUST008943,PRD00059,5,2023-12-25,Great quality and fast delivery.
REV0000162,ORD0000326,CUST026503,PRD00064,5,2022-01-12,"Very happy with the purchase, works perfectly."
REV0000163,ORD0000327,CUST022326,PRD00025,2,2024-08-12,"Not fully satisfied, some issues faced."
REV0000164,ORD0000328,CUST045726,PRD00082,5,2024-07-18,"Very happy with the purchase, works perfectly."
REV0000165,ORD0000330,CUST005251,PRD00088,5,2023-09-10,Great quality and fast delivery.
REV0000166,ORD0000333,CUST040425,PRD00115,5,2022-02-04,"Excellent product, totally worth it!"
REV0000167,ORD0000335,CUST008203,PRD00013,5,2024-11-12,"Excellent product, totally worth it!"
REV0000168,ORD0000336,CUST025081,PRD00117,4,2022-11-08,"Nice build quality, delivery was on time."
REV0000169,ORD0000339,CUST019185,PRD00077,5,2021-11-10,"Excellent product, totally worth it!"
REV0000170,ORD0000340,CUST044724,PRD00116,5,2025-01-11,"Very happy with the purchase, works perfectly."
REV0000171,ORD0000341,CUST004520,PRD00141,3,2021-05-18,Decent but packaging could be better.
REV0000172,ORD0000342,CUST044484,PRD00126,5,2022-08-17,"Best in this price range, highly recommend."
REV0000173,ORD0000343,CUST047557,PRD00145,5,2021-12-28,"Best in this price range, highly recommend."
REV0000174,ORD0000344,CUST018747,PRD00012,4,2023-06-25,"Good product overall, minor issues."
REV0000175,ORD0000345,CUST002746,PRD00130,5,2023-11-28,"Best in this price range, highly recommend."
REV0000176,ORD0000347,CUST033652,PRD00145,5,2024-12-11,"Very happy with the purchase, works perfectly."
REV0000177,ORD0000349,CUST042777,PRD00109,5,2021-11-30,"Best in this price range, highly recommend."
REV0000178,ORD0000350,CUST004595,PRD00022,5,2025-08-24,"Best in this price range, highly recommend."
REV0000179,ORD0000351,CUST013866,PRD00082,5,2023-10-04,"Best in this price range, highly recommend."
REV0000180,ORD0000358,CUST007968,PRD00066,4,2021-08-03,"Value for money, satisfied with performance."
REV0000181,ORD0000359,CUST001894,PRD00087,5,2024-12-28,"Very happy with the purchase, works perfectly."
REV0000182,ORD0000361,CUST031839,PRD00037,5,2025-01-21,"Very happy with the purchase, works perfectly."
REV0000183,ORD0000362,CUST044368,PRD00037,5,2022-07-23,"Best in this price range, highly recommend."
REV0000184,ORD0000363,CUST043026,PRD00046,2,2024-07-27,"Not fully satisfied, some issues faced."
REV0000185,ORD0000365,CUST014539,PRD00001,5,2023-06-16,Great quality and fast delivery.
REV0000186,ORD0000369,CUST047705,PRD00062,4,2023-11-10,"Good product overall, minor issues."
REV0000187,ORD0000372,CUST008866,PRD00017,5,2023-09-19,"Very happy with the purchase, works perfectly."
REV0000188,ORD0000373,CUST002425,PRD00094,5,2022-02-07,"Best in this price range, highly recommend."
REV0000189,ORD0000377,CUST028543,PRD00137,4,2021-12-06,"Value for money, satisfied with performance."
REV0000190,ORD0000378,CUST017916,PRD00004,4,2022-01-20,"Value for money, satisfied with performance."
REV0000191,ORD0000379,CUST019277,PRD00134,5,2024-07-16,"Excellent product, totally worth it!"
REV0000192,ORD0000382,CUST037341,PRD00045,1,2021-03-21,"Would not recommend, faced multiple issues."
REV0000193,ORD0000383,CUST036973,PRD00072,4,2024-04-29,"Value for money, satisfied with performance."
REV0000194,ORD0000385,CUST040005,PRD00079,3,2022-11-23,Decent but packaging could be better.
REV0000195,ORD0000386,CUST014088,PRD00100,5,2023-11-07,Great quality and fast delivery.
REV0000196,ORD0000388,CUST043904,PRD00054,5,2022-10-10,"Best in this price range, highly recommend."
REV0000197,ORD0000389,CUST016999,PRD00132,2,2025-05-17,Below expectations for the price paid.
REV0000198,ORD0000390,CUST044113,PRD00041,5,2021-11-03,"Best in this price range, highly recommend."
REV0000199,ORD0000392,CUST024244,PRD00114,1,2023-01-31,"Would not recommend, faced multiple issues."
REV0000200,ORD0000393,CUST011444,PRD00073,4,2025-06-16,"Good product overall, minor issues."
REV0000201,ORD0000395,CUST043645,PRD00082,5,2024-11-09,"Excellent product, totally worth it!"
REV0000202,ORD0000398,CUST043676,PRD00105,5,2025-11-18,"Best in this price range, highly recommend."
REV0000203,ORD0000399,CUST012559,PRD00099,3,2024-11-15,"Average product, does the job."
REV0000204,ORD0000402,CUST045200,PRD00042,5,2023-11-09,"Excellent product, totally worth it!"
REV0000205,ORD0000408,CUST010995,PRD00100,4,2024-09-06,"Value for money, satisfied with performance."
REV0000206,ORD0000410,CUST007897,PRD00104,4,2024-03-23,"Nice build quality, delivery was on time."
REV0000207,ORD0000411,CUST002689,PRD00140,4,2024-05-03,"Good product overall, minor issues."
REV0000208,ORD0000414,CUST020387,PRD00040,4,2022-12-15,"Value for money, satisfied with performance."
REV0000209,ORD0000415,CUST024032,PRD00008,5,2023-10-23,Great quality and fast delivery.
REV0000210,ORD0000424,CUST008074,PRD00077,3,2025-06-03,Decent but packaging could be better.
REV0000211,ORD0000426,CUST034706,PRD00045,3,2024-06-27,Decent but packaging could be better.
REV0000212,ORD0000427,CUST004865,PRD00023,5,2021-07-18,"Excellent product, totally worth it!"
REV0000213,ORD0000428,CUST006999,PRD00144,4,2025-01-22,"Nice build quality, delivery was on time."
REV0000214,ORD0000430,CUST021126,PRD00036,4,2021-07-26,"Nice build quality, delivery was on time."
REV0000215,ORD0000437,CUST002412,PRD00065,5,2023-02-26,"Best in this price range, highly recommend."
REV0000216,ORD0000439,CUST036344,PRD00075,3,2021-06-11,"Average product, does the job."
REV0000217,ORD0000440,CUST038253,PRD00118,4,2025-01-18,"Good product overall, minor issues."
REV0000218,ORD0000445,CUST001680,PRD00131,4,2022-10-07,"Good product overall, minor issues."
REV0000219,ORD0000446,CUST037502,PRD00119,3,2021-02-01,Decent but packaging could be better.
REV0000220,ORD0000447,CUST003785,PRD00097,4,2025-09-26,"Nice build quality, delivery was on time."
REV0000221,ORD0000448,CUST010651,PRD00009,5,2021-11-08,"Excellent product, totally worth it!"
REV0000222,ORD0000449,CUST032031,PRD00115,5,2023-10-06,"Excellent product, totally worth it!"
REV0000223,ORD0000451,CUST037897,PRD00032,3,2021-03-10,"Average product, does the job."
REV0000224,ORD0000452,CUST003096,PRD00061,3,2022-05-03,"Average product, does the job."
REV0000225,ORD0000453,CUST020416,PRD00021,5,2021-03-26,"Excellent product, totally worth it!"
REV0000226,ORD0000459,CUST014296,PRD00025,3,2023-11-28,Decent but packaging could be better.
REV0000227,ORD0000465,CUST018415,PRD00017,4,2024-01-06,"Value for money, satisfied with performance."
REV0000228,ORD0000468,CUST030282,PRD00046,5,2022-12-22,"Very happy with the purchase, works perfectly."
REV0000229,ORD0000470,CUST001246,PRD00111,1,2024-11-20,"Poor experience, product had defects."
REV0000230,ORD0000472,CUST038613,PRD00078,5,2023-02-04,"Excellent product, totally worth it!"
REV0000231,ORD0000474,CUST046813,PRD00108,5,2022-11-25,Great quality and fast delivery.
REV0000232,ORD0000475,CUST010271,PRD00113,4,2021-08-12,"Good product overall, minor issues."
REV0000233,ORD0000479,CUST041085,PRD00041,2,2023-01-20,"Not fully satisfied, some issues faced."
REV0000234,ORD0000481,CUST013615,PRD00068,5,2024-01-07,"Excellent product, totally worth it!"
REV0000235,ORD0000483,CUST049985,PRD00057,4,2025-09-04,"Nice build quality, delivery was on time."
REV0000236,ORD0000484,CUST019184,PRD00105,3,2021-10-19,Decent but packaging could be better.
REV0000237,ORD0000490,CUST004745,PRD00117,4,2024-03-21,"Value for money, satisfied with performance."
REV0000238,ORD0000491,CUST038681,PRD00032,5,2021-03-19,"Best in this price range, highly recommend."
REV0000239,ORD0000492,CUST022539,PRD00108,4,2025-11-30,"Good product overall, minor issues."
REV0000240,ORD0000494,CUST048044,PRD00103,2,2024-12-02,"Not fully satisfied, some issues faced."
REV0000241,ORD0000495,CUST031157,PRD00140,3,2021-11-26,"Average product, does the job."
REV0000242,ORD0000496,CUST015504,PRD00143,4,2024-12-26,"Nice build quality, delivery was on time."
REV0000243,ORD0000498,CUST019934,PRD00113,4,2025-03-10,"Value for money, satisfied with performance."
REV0000244,ORD0000499,CUST003446,PRD00059,4,2023-11-25,"Good product overall, minor issues."
REV0000245,ORD0000502,CUST040671,PRD00092,5,2025-08-25,"Best in this price range, highly recommend."
REV0000246,ORD0000507,CUST047565,PRD00139,5,2022-11-01,Great quality and fast delivery.
REV0000247,ORD0000510,CUST011156,PRD00146,3,2024-05-28,Decent but packaging could be better.
REV0000248,ORD0000511,CUST040876,PRD00111,3,2024-10-11,"Okay experience, expected a bit more."
REV0000249,ORD0000513,CUST035706,PRD00088,5,2023-10-12,"Excellent product, totally worth it!"
REV0000250,ORD0000514,CUST039018,PRD00086,5,2025-08-11,Great quality and fast delivery.
REV0000251,ORD0000516,CUST046530,PRD00076,5,2023-06-03,Great quality and fast delivery.
REV0000252,ORD0000517,CUST005212,PRD00089,2,2022-12-05,"Not fully satisfied, some issues faced."
REV0000253,ORD0000518,CUST004336,PRD00041,5,2021-06-17,"Very happy with the purchase, works perfectly."
REV0000254,ORD0000519,CUST011135,PRD00122,5,2025-08-31,"Best in this price range, highly recommend."
REV0000255,ORD0000520,CUST008344,PRD00093,3,2025-09-18,"Average product, does the job."
REV0000256,ORD0000521,CUST029826,PRD00107,4,2023-03-30,"Nice build quality, delivery was on time."
REV0000257,ORD0000522,CUST016207,PRD00107,4,2025-04-04,"Good product overall, minor issues."
REV0000258,ORD0000523,CUST032802,PRD00075,5,2025-09-26,"Excellent product, totally worth it!"
REV0000259,ORD0000524,CUST011388,PRD00090,5,2022-10-28,"Very happy with the purchase, works perfectly."
REV0000260,ORD0000525,CUST016227,PRD00031,5,2021-01-24,Great quality and fast delivery.
REV0000261,ORD0000527,CUST045260,PRD00015,4,2023-11-25,"Nice build quality, delivery was on time."
REV0000262,ORD0000528,CUST002410,PRD00062,5,2023-11-19,Great quality and fast delivery.
REV0000263,ORD0000531,CUST022765,PRD00058,4,2023-11-17,"Good product overall, minor issues."
REV0000264,ORD0000532,CUST049095,PRD00069,5,2023-01-26,"Best in this price range, highly recommend."
REV0000265,ORD0000536,CUST007647,PRD00020,5,2021-11-13,"Excellent product, totally worth it!"
REV0000266,ORD0000537,CUST037932,PRD00010,4,2025-11-05,"Nice build quality, delivery was on time."
REV0000267,ORD0000539,CUST001552,PRD00081,4,2023-07-22,"Value for money, satisfied with performance."
REV0000268,ORD0000540,CUST013082,PRD00100,3,2022-01-23,Decent but packaging could be better.
REV0000269,ORD0000543,CUST004957,PRD00124,5,2022-06-20,"Very happy with the purchase, works perfectly."
REV0000270,ORD0000545,CUST010221,PRD00123,3,2022-11-10,Decent but packaging could be better.
REV0000271,ORD0000546,CUST009626,PRD00053,3,2025-11-29,"Okay experience, expected a bit more."
REV0000272,ORD0000548,CUST041952,PRD00131,1,2025-06-10,"Poor experience, product had defects."
REV0000273,ORD0000549,CUST029190,PRD00054,3,2025-06-26,"Okay experience, expected a bit more."
REV0000274,ORD0000551,CUST046193,PRD00007,4,2024-11-27,"Good product overall, minor issues."
REV0000275,ORD0000552,CUST030333,PRD00069,5,2023-12-03,Great quality and fast delivery.
REV0000276,ORD0000554,CUST005600,PRD00019,4,2023-09-05,"Good product overall, minor issues."
REV0000277,ORD0000557,CUST019165,PRD00032,3,2023-01-22,Decent but packaging could be better.
REV0000278,ORD0000563,CUST000893,PRD00095,5,2022-12-03,"Best in this price range, highly recommend."
REV0000279,ORD0000564,CUST008515,PRD00057,4,2025-02-01,"Good product overall, minor issues."
REV0000280,ORD0000566,CUST039446,PRD00105,2,2021-11-19,"Not fully satisfied, some issues faced."
REV0000281,ORD0000567,CUST028813,PRD00109,5,2022-11-21,"Very happy with the purchase, works perfectly."
REV0000282,ORD0000568,CUST003105,PRD00118,5,2023-02-04,"Excellent product, totally worth it!"
REV0000283,ORD0000570,CUST039917,PRD00124,5,2023-07-29,"Very happy with the purchase, works perfectly."
REV0000284,ORD0000571,CUST007204,PRD00015,5,2021-11-10,"Best in this price range, highly recommend."
REV0000285,ORD0000573,CUST042398,PRD00053,3,2021-02-03,"Average product, does the job."
REV0000286,ORD0000582,CUST006685,PRD00062,5,2025-05-17,Great quality and fast delivery.
REV0000287,ORD0000584,CUST038104,PRD00089,3,2023-04-04,"Okay experience, expected a bit more."
