order_item_id,order_id,product_id,quantity,unit_price,discount_pct,total_amount
ORDITM00000050,ORD0000023,PRD00143,1,15370,10,13833.0
ORDITM00000051,ORD0000024,PRD00133,2,1329,5,2525.1
ORDITM00000052,ORD0000024,PRD00103,2,21329,5,40525.1
ORDITM00000053,ORD0000024,PRD00115,2,1056,5,2006.4
ORDITM00000054,ORD0000025,PRD00030,1,32668,0,32668.0
ORDITM00000055,ORD0000025,PRD00002,3,75947,0,227841.0
ORDITM00000056,ORD0000026,PRD00063,3,111970,0,335910.0
ORDITM00000057,ORD0000026,PRD00087,2,31039,5,58974.1
ORDITM00000058,ORD0000026,PRD00074,3,29940,5,85329.0
ORDITM00000059,ORD0000027,PRD00035,2,73090,10,131562.0
ORDITM00000060,ORD0000028,PRD00124,1,1507,0,1507.0
ORDITM00000061,ORD0000028,PRD00056,2,101388,5,192637.2
ORDITM00000062,ORD0000029,PRD00088,2,45152,5,85788.8
ORDITM00000063,ORD0000030,PRD00049,1,45139,0,45139.0
ORDITM00000064,ORD0000030,PRD00065,2,136998,30,191797.2
ORDITM00000065,ORD0000030,PRD00076,1,44748,15,38035.8
ORDITM00000066,ORD0000031,PRD00060,3,46996,20,112790.4
ORDITM00000067,ORD0000032,PRD00057,1,112188,0,112188.0
ORDITM00000068,ORD0000032,PRD00085,2,17515,0,35030.0
ORDITM00000069,ORD0000033,PRD00002,1,75947,0,75947.0
ORDITM00000070,ORD0000033,PRD00128,1,31644,10,28479.6
ORDITM00000071,ORD0000034,PRD00111,2,5519,0,11038.0
ORDITM00000072,ORD0000034,PRD00107,1,17959,15,15265.15
ORDITM00000073,ORD0000034,PRD00137,2,2375,0,4750.0
ORDITM00000074,ORD0000035,PRD00004,2,15120,0,30240.0
ORDITM00000075,ORD0000035,PRD00001,2,89032,5,169160.8
ORDITM00000076,ORD0000035,PRD00022,1,21246,5,20183.7
ORDITM00000077,ORD0000036,PRD00089,3,51739,0,155217.0
ORDITM00000078,ORD0000036,PRD00125,2,1940,0,3880.0
ORDITM00000079,ORD0000036,PRD00036,1,74190,0,74190.0
ORDITM00000080,ORD0000037,PRD00044,2,65589,0,131178.0
ORDITM00000081,ORD0000038,PRD00094,2,1356,15,2305.2
ORDITM00000082,ORD0000038,PRD00146,1,3801,20,3040.8
ORDITM00000083,ORD0000038,PRD00136,1,11443,25,8582.25
ORDITM00000084,ORD0000039,PRD00101,1,21208,0,21208.0
ORDITM00000085,ORD0000039,PRD00095,1,1524,0,1524.0
ORDITM00000086,ORD0000040,PRD00135,2,3949,0,7898.0
ORDITM00000087,ORD0000040,PRD00075,1,17054,0,17054.0
ORDITM00000088,ORD0000041,PRD00030,2,32668,15,55535.6
ORDITM00000089,ORD0000042,PRD00013,2,60661,0,121322.0
ORDITM00000090,ORD0000043,PRD00083,3,39080,0,117240.0
ORDITM00000091,ORD0000043,PRD00093,1,1611,15,1369.35
ORDITM00000092,ORD0000044,PRD00147,3,9453,0,28359.0
ORDITM00000093,ORD0000044,PRD00107,1,17959,20,14367.2
ORDITM00000094,ORD0000045,PRD00118,3,89981,25,202457.25
ORDITM00000095,ORD0000045,PRD00105,1,3368,5,3199.6
ORDITM00000096,ORD0000045,PRD00127,1,36863,10,33176.7
ORDITM00000097,ORD0000046,PRD00022,1,21246,20,16996.8
ORDITM00000098,ORD0000046,PRD00092,1,1751,0,1751.0
ORDITM00000099,ORD0000046,PRD00068,2,153562,0,307124.0
ORDITM00000100,ORD0000047,PRD00143,1,15370,20,12296.0
ORDITM00000101,ORD0000048,PRD00021,1,42840,15,36414.0
ORDITM00000102,ORD0000048,PRD00090,1,41436,0,41436.0
ORDITM00000103,ORD0000049,PRD00054,1,90934,10,81840.6
ORDITM00000104,ORD0000049,PRD00024,2,20490,0,40980.0
ORDITM00000105,ORD0000049,PRD00044,2,65589,0,131178.0
ORDITM00000106,ORD0000050,PRD00141,2,15173,0,30346.0
ORDITM00000107,ORD0000051,PRD00072,2,46808,15,79573.6
ORDITM00000108,ORD0000051,PRD00012,2,85625,0,171250.0
ORDITM00000109,ORD0000052,PRD00112,2,5342,0,10684.0
ORDITM00000110,ORD0000053,PRD00024,2,20490,0,40980.0
ORDITM00000111,ORD0000054,PRD00102,2,20423,20,32676.8
ORDITM00000112,ORD0000054,PRD00033,1,34621,0,34621.0
ORDITM00000113,ORD0000055,PRD00048,1,99572,0,99572.0
ORDITM00000114,ORD0000055,PRD00027,1,14343,20,11474.4
ORDITM00000115,ORD0000056,PRD00007,1,39145,0,39145.0
ORDITM00000116,ORD0000057,PRD00086,1,36032,0,36032.0
ORDITM00000117,ORD0000058,PRD00071,1,27398,25,20548.5
ORDITM00000118,ORD0000059,PRD00096,1,1684,0,1684.0
ORDITM00000119,ORD0000060,PRD00140,2,30178,0,60356.0
ORDITM00000120,ORD0000060,PRD00034,2,66877,20,107003.2
ORDITM00000121,ORD0000061,PRD00096,1,1684,0,1684.0
ORDITM00000122,ORD0000061,PRD00047,1,97691,0,97691.0
ORDITM00000123,ORD0000062,PRD00077,2,37847,25,56770.5
ORDITM00000124,ORD0000063,PRD00145,1,39488,15,33564.8
ORDITM00000125,ORD0000064,PRD00104,1,3036,10,2732.4
ORDITM00000126,ORD0000064,PRD00124,3,1507,5,4294.95
ORDITM00000127,ORD0000064,PRD00118,1,89981,0,89981.0
ORDITM00000128,ORD0000065,PRD00016,2,30451,0,60902.0
ORDITM00000129,ORD0000066,PRD00146,2,3801,0,7602.0
ORDITM00000130,ORD0000066,PRD00083,1,39080,0,39080.0
ORDITM00000131,ORD0000066,PRD00081,3,17478,0,52434.0
ORDITM00000132,ORD0000067,PRD00059,1,54179,0,54179.0
ORDITM00000133,ORD0000068,PRD00007,1,39145,0,39145.0
ORDITM00000134,ORD0000069,PRD00125,1,1940,5,1843.0
ORDITM00000135,ORD0000070,PRD00011,1,70240,20,56192.0
ORDITM00000136,ORD0000071,PRD00109,1,15933,0,15933.0
ORDITM00000137,ORD0000072,PRD00006,1,15804,0,15804.0
ORDITM00000138,ORD0000073,PRD00051,3,52124,20,125097.6
ORDITM00000139,ORD0000073,PRD00117,1,38148,20,30518.4
ORDITM00000140,ORD0000073,PRD00022,1,21246,0,21246.0
ORDITM00000141,ORD0000074,PRD00017,1,31228,5,29666.6
ORDITM00000142,ORD0000075,PRD00140,2,30178,0,60356.0
ORDITM00000143,ORD0000076,PRD00118,2,89981,0,179962.0
ORDITM00000144,ORD0000076,PRD00016,2,30451,20,48721.6
ORDITM00000145,ORD0000076,PRD00061,1,102790,20,82232.0
ORDITM00000146,ORD0000077,PRD00092,3,1751,0,5253.0
ORDITM00000147,ORD0000078,PRD00046,1,86767,30,60736.9
ORDITM00000148,ORD0000079,PRD00089,3,51739,5,147456.15
ORDITM00000149,ORD0000079,PRD00035,1,73090,10,65781.0
ORDITM00000150,ORD0000080,PRD00052,1,93026,0,93026.0
ORDITM00000151,ORD0000081,PRD00004,1,15120,25,11340.0
ORDITM00000152,ORD0000081,PRD00083,1,39080,0,39080.0
ORDITM00000153,ORD0000081,PRD00087,2,31039,0,62078.0
ORDITM00000154,ORD0000082,PRD00115,2,1056,30,1478.4
ORDITM00000155,ORD0000082,PRD00131,3,32127,0,96381.0
ORDITM00000156,ORD0000082,PRD00027,2,14343,0,28686.0
ORDITM00000157,ORD0000083,PRD00115,1,1056,30,739.2
ORDITM00000158,ORD0000083,PRD00058,2,54654,0,109308.0
ORDITM00000159,ORD0000084,PRD00047,3,97691,0,293073.0
ORDITM00000160,ORD0000084,PRD00108,3,15194,20,36465.6
ORDITM00000161,ORD0000085,PRD00055,2,101397,10,182514.6
ORDITM00000162,ORD0000086,PRD00007,1,39145,5,37187.75
ORDITM00000163,ORD0000087,PRD00129,2,28835,0,57670.0
ORDITM00000164,ORD0000088,PRD00020,1,35042,5,33289.9
ORDITM00000165,ORD0000088,PRD00071,2,27398,30,38357.2
ORDITM00000166,ORD0000089,PRD00029,3,29598,20,71035.2
ORDITM00000167,ORD0000090,PRD00068,2,153562,25,230343.0
ORDITM00000168,ORD0000090,PRD00093,1,1611,0,1611.0
ORDITM00000169,ORD0000090,PRD00017,1,31228,0,31228.0
ORDITM00000170,ORD0000091,PRD00128,2,31644,30,44301.6
ORDITM00000171,ORD0000092,PRD00146,2,3801,0,7602.0
ORDITM00000172,ORD0000092,PRD00123,3,1540,30,3234.0
ORDITM00000173,ORD0000092,PRD00005,1,14607,25,10955.25
ORDITM00000174,ORD0000093,PRD00075,2,17054,0,34108.0
ORDITM00000175,ORD0000094,PRD00022,3,21246,0,63738.0
ORDITM00000176,ORD0000094,PRD00102,1,20423,15,17359.55
ORDITM00000177,ORD0000095,PRD00063,2,111970,0,223940.0
ORDITM00000178,ORD0000095,PRD00019,1,37310,0,37310.0
ORDITM00000179,ORD0000095,PRD00070,1,56199,5,53389.05
ORDITM00000180,ORD0000096,PRD00068,1,153562,30,107493.4
ORDITM00000181,ORD0000097,PRD00002,1,75947,15,64554.95
ORDITM00000182,ORD0000097,PRD00026,1,16017,0,16017.0
ORDITM00000183,ORD0000097,PRD00115,1,1056,5,1003.2
ORDITM00000184,ORD0000098,PRD00138,3,12406,0,37218.0
ORDITM00000185,ORD0000099,PRD00135,3,3949,25,8885.25
ORDITM00000186,ORD0000099,PRD00054,1,90934,20,72747.2
ORDITM00000187,ORD0000099,PRD00055,1,101397,0,101397.0
ORDITM00000188,ORD0000100,PRD00083,2,39080,30,54712.0
ORDITM00000189,ORD0000100,PRD00052,2,93026,5,176749.4
ORDITM00000190,ORD0000100,PRD00095,1,1524,0,1524.0
ORDITM00000191,ORD0000101,PRD00095,1,1524,0,1524.0
ORDITM00000192,ORD0000102,PRD00021,1,42840,0,42840.0
ORDITM00000193,ORD0000103,PRD00064,2,125513,10,225923.4
ORDITM00000194,ORD0000103,PRD00058,3,54654,0,163962.0
ORDITM00000195,ORD0000103,PRD00019,3,37310,20,89544.0
ORDITM00000196,ORD0000104,PRD00094,3,1356,0,4068.0
ORDITM00000197,ORD0000104,PRD00129,2,28835,5,54786.5
ORDITM00000198,ORD0000104,PRD00114,1,1148,0,1148.0
ORDITM00000199,ORD0000105,PRD00072,1,46808,10,42127.2
ORDITM00000200,ORD0000105,PRD00018,2,33883,10,60989.4
ORDITM00000201,ORD0000105,PRD00072,2,46808,10,84254.4
ORDITM00000202,ORD0000106,PRD00042,2,59164,20,94662.4
ORDITM00000203,ORD0000107,PRD00117,1,38148,0,38148.0
ORDITM00000204,ORD0000108,PRD00144,2,50557,0,101114.0
ORDITM00000205,ORD0000108,PRD00007,2,39145,0,78290.0
ORDITM00000206,ORD0000108,PRD00146,1,3801,15,3230.85
ORDITM00000207,ORD0000109,PRD00053,1,76718,20,61374.4
ORDITM00000208,ORD0000109,PRD00116,1,34312,0,34312.0
ORDITM00000209,ORD0000109,PRD00006,1,15804,10,14223.6
ORDITM00000210,ORD0000110,PRD00044,2,65589,20,104942.4
ORDITM00000211,ORD0000110,PRD00063,1,111970,15,95174.5
ORDITM00000212,ORD0000111,PRD00013,1,60661,20,48528.8
ORDITM00000213,ORD0000112,PRD00023,1,21840,0,21840.0
ORDITM00000214,ORD0000112,PRD00084,1,30628,10,27565.2
ORDITM00000215,ORD0000112,PRD00061,2,102790,0,205580.0
ORDITM00000216,ORD0000113,PRD00101,2,21208,0,42416.0
ORDITM00000217,ORD0000113,PRD00006,2,15804,0,31608.0
ORDITM00000218,ORD0000113,PRD00078,1,65870,0,65870.0
ORDITM00000219,ORD0000114,PRD00140,1,30178,0,30178.0
ORDITM00000220,ORD0000114,PRD00115,2,1056,0,2112.0
ORDITM00000221,ORD0000114,PRD00080,1,29894,5,28399.3
ORDITM00000222,ORD0000115,PRD00146,1,3801,25,2850.75
ORDITM00000223,ORD0000116,PRD00003,2,69399,0,138798.0
ORDITM00000224,ORD0000116,PRD00094,2,1356,10,2440.8
ORDITM00000225,ORD0000116,PRD00142,1,15261,0,15261.0
ORDITM00000226,ORD0000117,PRD00003,2,69399,0,138798.0
ORDITM00000227,ORD0000117,PRD00126,1,36714,0,36714.0
ORDITM00000228,ORD0000118,PRD00028,1,33407,15,28395.95
ORDITM00000229,ORD0000118,PRD00033,2,34621,0,69242.0
ORDITM00000230,ORD0000118,PRD00092,1,1751,0,1751.0
ORDITM00000231,ORD0000119,PRD00024,1,20490,15,17416.5
ORDITM00000232,ORD0000120,PRD00088,1,45152,0,45152.0
ORDITM00000233,ORD0000120,PRD00134,3,1691,0,5073.0
ORDITM00000234,ORD0000120,PRD00071,1,27398,0,27398.0
ORDITM00000235,ORD0000121,PRD00136,2,11443,15,19453.1
ORDITM00000236,ORD0000121,PRD00094,1,1356,20,1084.8
ORDITM00000237,ORD0000122,PRD00129,3,28835,0,86505.0
ORDITM00000238,ORD0000122,PRD00100,1,12956,0,12956.0
ORDITM00000239,ORD0000122,PRD00137,1,2375,0,2375.0
ORDITM00000240,ORD0000123,PRD00094,1,1356,0,1356.0
ORDITM00000241,ORD0000124,PRD00007,3,39145,15,99819.75
ORDITM00000242,ORD0000124,PRD00091,3,37274,0,111822.0
ORDITM00000243,ORD0000124,PRD00136,3,11443,0,34329.0
ORDITM00000244,ORD0000125,PRD00013,1,60661,25,45495.75
ORDITM00000245,ORD0000125,PRD00071,1,27398,0,27398.0
ORDITM00000246,ORD0000125,PRD00056,2,101388,5,192637.2
ORDITM00000247,ORD0000126,PRD00143,3,15370,0,46110.0
ORDITM00000248,ORD0000127,PRD00088,1,45152,20,36121.6
ORDITM00000249,ORD0000127,PRD00044,1,65589,10,59030.1
ORDITM00000250,ORD0000127,PRD00097,1,1610,10,1449.0
ORDITM00000251,ORD0000128,PRD00026,1,16017,20,12813.6
ORDITM00000252,ORD0000129,PRD00047,2,97691,0,195382.0
ORDITM00000253,ORD0000129,PRD00092,2,1751,15,2976.7
ORDITM00000254,ORD0000129,PRD00068,1,153562,30,107493.4
ORDITM00000255,ORD0000130,PRD00126,1,36714,0,36714.0
ORDITM00000256,ORD0000130,PRD00110,1,5028,0,5028.0
ORDITM00000257,ORD0000131,PRD00080,1,29894,0,29894.0
ORDITM00000258,ORD0000131,PRD00065,2,136998,10,246596.4
ORDITM00000259,ORD0000131,PRD00113,2,1261,15,2143.7
ORDITM00000260,ORD0000132,PRD00118,2,89981,5,170963.9
ORDITM00000261,ORD0000132,PRD00012,2,85625,0,171250.0
ORDITM00000262,ORD0000132,PRD00091,1,37274,20,29819.2
ORDITM00000263,ORD0000133,PRD00004,1,15120,0,15120.0
ORDITM00000264,ORD0000134,PRD00145,3,39488,5,112540.8
ORDITM00000265,ORD0000134,PRD00002,3,75947,10,205056.9
ORDITM00000266,ORD0000135,PRD00128,1,31644,0,31644.0
ORDITM00000267,ORD0000135,PRD00132,1,1376,15,1169.6
ORDITM00000268,ORD0000135,PRD00105,2,3368,0,6736.0
ORDITM00000269,ORD0000136,PRD00121,2,2059,10,3706.2
ORDITM00000270,ORD0000137,PRD00007,1,39145,0,39145.0
ORDITM00000271,ORD0000137,PRD00028,2,33407,10,60132.6
ORDITM00000272,ORD0000138,PRD00059,1,54179,0,54179.0
ORDITM00000273,ORD0000139,PRD00030,2,32668,10,58802.4
ORDITM00000274,ORD0000140,PRD00079,1,33286,15,28293.1
ORDITM00000275,ORD0000141,PRD00128,3,31644,0,94932.0
ORDITM00000276,ORD0000141,PRD00006,1,15804,0,15804.0
ORDITM00000277,ORD0000142,PRD00137,1,2375,10,2137.5
ORDITM00000278,ORD0000142,PRD00093,2,1611,0,3222.0
ORDITM00000279,ORD0000142,PRD00011,1,70240,5,66728.0
ORDITM00000280,ORD0000143,PRD00068,1,153562,5,145883.9
ORDITM00000281,ORD0000143,PRD00122,2,2496,0,4992.0
ORDITM00000282,ORD0000144,PRD00008,2,37117,20,59387.2
ORDITM00000283,ORD0000145,PRD00109,3,15933,0,47799.0
ORDITM00000284,ORD0000145,PRD00144,2,50557,0,101114.0
ORDITM00000285,ORD0000146,PRD00106,1,3712,0,3712.0
ORDITM00000286,ORD0000146,PRD00130,1,30544,10,27489.6
ORDITM00000287,ORD0000146,PRD00144,1,50557,0,50557.0
ORDITM00000288,ORD0000147,PRD00032,1,34257,20,27405.6
ORDITM00000289,ORD0000147,PRD00046,1,86767,0,86767.0
ORDITM00000290,ORD0000147,PRD00032,3,34257,0,102771.0
ORDITM00000291,ORD0000148,PRD00017,1,31228,10,28105.2
ORDITM00000292,ORD0000148,PRD00145,3,39488,0,118464.0
ORDITM00000293,ORD0000149,PRD00038,3,58049,20,139317.6
ORDITM00000294,ORD0000150,PRD00045,3,60375,0,181125.0
ORDITM00000295,ORD0000150,PRD00114,1,1148,30,803.6
ORDITM00000296,ORD0000151,PRD00114,2,1148,25,1722.0
ORDITM00000297,ORD0000151,PRD00043,2,57761,10,103969.8
ORDITM00000298,ORD0000152,PRD00145,1,39488,10,35539.2
ORDITM00000299,ORD0000152,PRD00102,1,20423,15,17359.55
ORDITM00000300,ORD0000152,PRD00059,2,54179,20,86686.4
ORDITM00000301,ORD0000153,PRD00100,1,12956,15,11012.6
ORDITM00000302,ORD0000153,PRD00122,1,2496,0,2496.0
ORDITM00000303,ORD0000153,PRD00019,1,37310,0,37310.0
ORDITM00000304,ORD0000154,PRD00123,2,1540,0,3080.0
ORDITM00000305,ORD0000154,PRD00081,1,17478,0,17478.0
ORDITM00000306,ORD0000155,PRD00011,1,70240,25,52680.0
ORDITM00000307,ORD0000155,PRD00104,1,3036,15,2580.6
ORDITM00000308,ORD0000155,PRD00090,3,41436,0,124308.0
ORDITM00000309,ORD0000156,PRD00082,2,12760,15,21692.0
ORDITM00000310,ORD0000157,PRD00104,2,3036,10,5464.8
ORDITM00000311,ORD0000158,PRD00077,3,37847,10,102186.9
ORDITM00000312,ORD0000159,PRD00133,1,1329,0,1329.0
ORDITM00000313,ORD0000159,PRD00085,1,17515,5,16639.25
ORDITM00000314,ORD0000160,PRD00123,3,1540,5,4389.0
ORDITM00000315,ORD0000160,PRD00059,2,54179,5,102940.1
ORDITM00000316,ORD0000161,PRD00033,1,34621,0,34621.0
ORDITM00000317,ORD0000161,PRD00061,2,102790,15,174743.0
ORDITM00000318,ORD0000162,PRD00115,1,1056,5,1003.2
ORDITM00000319,ORD0000162,PRD00031,1,30025,0,30025.0
ORDITM00000320,ORD0000163,PRD00117,1,38148,5,36240.6
ORDITM00000321,ORD0000163,PRD00135,2,3949,5,7503.1
ORDITM00000322,ORD0000164,PRD00027,1,14343,30,10040.1
ORDITM00000323,ORD0000165,PRD00110,1,5028,0,5028.0
ORDITM00000324,ORD0000165,PRD00106,2,3712,25,5568.0
ORDITM00000325,ORD0000166,PRD00141,1,15173,5,14414.35
ORDITM00000326,ORD0000166,PRD00024,3,20490,0,61470.0
ORDITM00000327,ORD0000166,PRD00128,1,31644,10,28479.6
ORDITM00000328,ORD0000167,PRD00041,1,51400,0,51400.0
ORDITM00000329,ORD0000168,PRD00121,2,2059,10,3706.2
ORDITM00000330,ORD0000169,PRD00002,3,75947,20,182272.8
ORDITM00000331,ORD0000169,PRD00109,2,15933,15,27086.1
ORDITM00000332,ORD0000170,PRD00106,1,3712,0,3712.0
ORDITM00000333,ORD0000170,PRD00138,1,12406,25,9304.5
ORDITM00000334,ORD0000170,PRD00117,2,38148,0,76296.0
ORDITM00000335,ORD0000171,PRD00072,1,46808,0,46808.0
ORDITM00000336,ORD0000171,PRD00069,1,41022,0,41022.0
ORDITM00000337,ORD0000171,PRD00085,2,17515,15,29775.5
ORDITM00000338,ORD0000172,PRD00048,1,99572,20,79657.6
ORDITM00000339,ORD0000173,PRD00009,1,33668,0,33668.0
ORDITM00000340,ORD0000174,PRD00121,1,2059,0,2059.0
ORDITM00000341,ORD0000174,PRD00063,1,111970,20,89576.0
ORDITM00000342,ORD0000174,PRD00007,2,39145,10,70461.0
ORDITM00000343,ORD0000175,PRD00136,2,11443,15,19453.1
ORDITM00000344,ORD0000175,PRD00053,3,76718,5,218646.3
ORDITM00000345,ORD0000176,PRD00041,2,51400,0,102800.0
ORDITM00000346,ORD0000176,PRD00118,1,89981,0,89981.0
ORDITM00000347,ORD0000176,PRD00101,1,21208,0,21208.0
ORDITM00000348,ORD0000177,PRD00052,1,93026,15,79072.1
ORDITM00000349,ORD0000177,PRD00011,2,70240,20,112384.0
ORDITM00000350,ORD0000177,PRD00142,1,15261,0,15261.0
ORDITM00000351,ORD0000178,PRD00006,2,15804,20,25286.4
ORDITM00000352,ORD0000178,PRD00054,2,90934,5,172774.6
ORDITM00000353,ORD0000179,PRD00007,3,39145,10,105691.5
ORDITM00000354,ORD0000179,PRD00115,1,1056,5,1003.2
ORDITM00000355,ORD0000179,PRD00067,2,54044,15,91874.8
ORDITM00000356,ORD0000180,PRD00117,1,38148,30,26703.6
ORDITM00000357,ORD0000181,PRD00032,1,34257,15,29118.45
ORDITM00000358,ORD0000181,PRD00103,2,21329,5,40525.1
ORDITM00000359,ORD0000181,PRD00094,1,1356,10,1220.4
ORDITM00000360,ORD0000182,PRD00098,2,11038,10,19868.4
ORDITM00000361,ORD0000183,PRD00007,3,39145,10,105691.5
ORDITM00000362,ORD0000184,PRD00041,3,51400,15,131070.0
ORDITM00000363,ORD0000184,PRD00057,2,112188,0,224376.0
ORDITM00000364,ORD0000184,PRD00064,1,125513,25,94134.75
ORDITM00000365,ORD0000185,PRD00099,1,11524,0,11524.0
ORDITM00000366,ORD0000185,PRD00141,2,15173,10,27311.4
ORDITM00000367,ORD0000185,PRD00114,3,1148,0,3444.0
ORDITM00000368,ORD0000186,PRD00029,1,29598,0,29598.0
ORDITM00000369,ORD0000186,PRD00083,1,39080,15,33218.0
ORDITM00000370,ORD0000187,PRD00056,1,101388,30,70971.6
ORDITM00000371,ORD0000187,PRD00141,1,15173,10,13655.7
ORDITM00000372,ORD0000187,PRD00022,1,21246,5,20183.7
ORDITM00000373,ORD0000188,PRD00010,1,75906,15,64520.1
ORDITM00000374,ORD0000188,PRD00127,3,36863,0,110589.0
ORDITM00000375,ORD0000188,PRD00123,1,1540,0,1540.0
ORDITM00000376,ORD0000189,PRD00084,1,30628,15,26033.8
ORDITM00000377,ORD0000189,PRD00016,2,30451,20,48721.6
ORDITM00000378,ORD0000190,PRD00095,1,1524,0,1524.0
ORDITM00000379,ORD0000191,PRD00029,1,29598,0,29598.0
ORDITM00000380,ORD0000191,PRD00065,2,136998,0,273996.0
ORDITM00000381,ORD0000191,PRD00018,1,33883,10,30494.7
ORDITM00000382,ORD0000192,PRD00131,1,32127,10,28914.3
ORDITM00000383,ORD0000192,PRD00025,3,15824,5,45098.4
ORDITM00000384,ORD0000192,PRD00088,1,45152,0,45152.0
ORDITM00000385,ORD0000193,PRD00087,1,31039,0,31039.0
ORDITM00000386,ORD0000193,PRD00097,3,1610,15,4105.5
ORDITM00000387,ORD0000194,PRD00097,2,1610,25,2415.0
ORDITM00000388,ORD0000194,PRD00010,2,75906,0,151812.0
ORDITM00000389,ORD0000195,PRD00066,1,116549,0,116549.0
ORDITM00000390,ORD0000195,PRD00076,1,44748,0,44748.0
ORDITM00000391,ORD0000195,PRD00147,3,9453,0,28359.0
ORDITM00000392,ORD0000196,PRD00061,1,102790,0,102790.0
ORDITM00000393,ORD0000197,PRD00144,1,50557,20,40445.6
ORDITM00000394,ORD0000197,PRD00066,1,116549,15,99066.65
ORDITM00000395,ORD0000197,PRD00078,3,65870,25,148207.5
ORDITM00000396,ORD0000198,PRD00050,1,49389,20,39511.2
ORDITM00000397,ORD0000198,PRD00059,2,54179,25,81268.5
ORDITM00000398,ORD0000199,PRD00044,3,65589,10,177090.3
ORDITM00000399,ORD0000199,PRD00133,1,1329,0,1329.0
ORDITM00000400,ORD0000199,PRD00088,1,45152,30,31606.4
ORDITM00000401,ORD0000200,PRD00092,3,1751,5,4990.35
ORDITM00000402,ORD0000201,PRD00123,2,1540,15,2618.0
ORDITM00000403,ORD0000201,PRD00072,1,46808,0,46808.0
ORDITM00000404,ORD0000201,PRD00051,1,52124,0,52124.0
ORDITM00000405,ORD0000202,PRD00136,3,11443,0,34329.0
ORDITM00000406,ORD0000203,PRD00036,1,74190,0,74190.0
ORDITM00000407,ORD0000204,PRD00125,1,1940,0,1940.0
ORDITM00000408,ORD0000204,PRD00055,3,101397,0,304191.0
ORDITM00000409,ORD0000205,PRD00125,2,1940,0,3880.0
